track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,combined,date,peak_position,weeks_on_chart,current_position
red ruby da sleeze,nicki minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,red ruby da sleeze nicki minaj,2023-05-01,13,8,66
red ruby da sleeze,nicki minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,red ruby da sleeze nicki minaj,2023-06-01,13,12,83
nobody gets me,sza,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,nobody gets me sza,2023-01-01,10,3,59
nobody gets me,sza,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,nobody gets me sza,2023-02-01,10,7,38
nobody gets me,sza,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,nobody gets me sza,2023-03-01,10,11,48
nobody gets me,sza,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,nobody gets me sza,2023-04-01,10,15,52
bloody mary,lady gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,bloody mary lady gaga,2023-02-01,54,4,54
bloody mary,lady gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,bloody mary lady gaga,2023-03-01,47,8,47
bloody mary,lady gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,bloody mary lady gaga,2023-04-01,41,12,41
bloody mary,lady gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,bloody mary lady gaga,2023-05-01,41,17,61
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2022-06-01,12,3,62
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2022-07-01,12,7,86
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2022-08-01,12,12,85
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2022-09-01,12,16,81
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2022-10-01,12,20,96
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-02-01,12,24,27
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-03-01,12,28,15
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-04-01,7,32,11
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-05-01,7,37,24
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-06-01,7,41,34
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-07-01,7,45,33
thought you should know,morgan wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,thought you should know morgan wallen,2023-08-01,7,50,34
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2001-11-01,78,1,78
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2001-12-01,62,5,62
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-01-01,15,10,15
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-02-01,7,14,7
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-03-01,4,18,4
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-04-01,2,23,3
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-05-01,2,27,11
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-06-01,2,31,23
in the end,linkin park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,in the end linkin park,2002-07-01,2,36,40
neverita,bad bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,neverita bad bunny,2022-06-01,31,3,77
neverita,bad bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,neverita bad bunny,2022-09-01,31,7,72
neverita,bad bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,neverita bad bunny,2022-10-01,31,11,74
love again,the kid laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,love again the kid laroi,2023-03-01,40,4,54
love again,the kid laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,love again the kid laroi,2023-04-01,40,8,65
after hours,the weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,after hours the weeknd,2020-03-01,20,2,20
after hours,the weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,after hours the weeknd,2020-04-01,20,5,22
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-05-01,50,2,60
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-06-01,5,6,5
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-07-01,4,10,5
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-08-01,1,15,1
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-09-01,1,19,2
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-10-01,1,23,9
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-11-01,1,28,36
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-12-01,1,32,44
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2023-02-01,1,37,48
about damn time,lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2023-03-01,1,41,45
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-05-01,50,2,60
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-06-01,5,6,5
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-07-01,4,10,5
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-08-01,1,15,1
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-09-01,1,19,2
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-10-01,1,23,9
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-11-01,1,28,36
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2022-12-01,1,32,44
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2023-02-01,1,37,48
about damn time,lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,about damn time lizzo,2023-03-01,1,41,45
born with a beer in my hand,morgan wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,born with a beer in my hand morgan wallen,2023-04-01,32,3,94
moscow mule,bad bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,moscow mule bad bunny,2022-06-01,4,3,17
moscow mule,bad bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,moscow mule bad bunny,2022-07-01,4,7,32
moscow mule,bad bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,moscow mule bad bunny,2022-08-01,4,12,26
moscow mule,bad bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,moscow mule bad bunny,2022-09-01,4,16,25
moscow mule,bad bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,moscow mule bad bunny,2022-10-01,4,20,31
trustfall,p!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,trustfall p!nk,2023-03-01,94,1,94
trustfall,p!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,trustfall p!nk,2023-07-01,82,4,92
shirt,sza,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,shirt sza,2022-12-01,11,4,63
shirt,sza,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,shirt sza,2023-01-01,11,9,52
shirt,sza,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,shirt sza,2023-02-01,11,13,26
shirt,sza,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,shirt sza,2023-03-01,11,17,32
shirt,sza,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,shirt sza,2023-04-01,11,21,44
star walkin' (league of legends worlds anthem),lil nas x,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,star walkin' (league of legends worlds anthem) lil nas x,2022-11-01,32,5,60
star walkin' (league of legends worlds anthem),lil nas x,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,star walkin' (league of legends worlds anthem) lil nas x,2022-12-01,32,9,64
star walkin' (league of legends worlds anthem),lil nas x,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,star walkin' (league of legends worlds anthem) lil nas x,2023-01-01,32,14,78
star walkin' (league of legends worlds anthem),lil nas x,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,star walkin' (league of legends worlds anthem) lil nas x,2023-02-01,32,18,80
tv,billie eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,tv billie eilish,2022-08-01,52,1,52
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2014-10-01,69,3,84
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2014-11-01,20,7,20
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2014-12-01,7,12,7
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2015-01-01,5,16,6
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2015-02-01,5,21,8
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2015-03-01,5,25,12
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2015-04-01,5,29,23
i'm not the only one,sam smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,i'm not the only one sam smith,2015-05-01,5,33,37
heather,conan gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,heather conan gray,2020-09-01,50,2,50
heather,conan gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,heather conan gray,2020-10-01,46,6,54
heather,conan gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,heather conan gray,2020-11-01,46,11,71
pink venom,blackpink,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,pink venom blackpink,2022-09-01,22,1,22
pink venom,blackpink,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,pink venom blackpink,2022-10-01,22,5,57
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2019-12-01,30,4,37
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-01-01,30,8,52
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-02-01,14,12,15
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-03-01,5,17,5
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-04-01,2,21,3
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-05-01,2,25,4
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-06-01,2,30,7
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-07-01,2,34,14
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-08-01,2,38,27
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-09-01,2,43,27
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-10-01,2,47,32
don't start now,dua lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,don't start now dua lipa,2020-11-01,2,52,38
blind,sza,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,blind sza,2023-01-01,12,3,67
blind,sza,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,blind sza,2023-02-01,12,7,57
blind,sza,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,blind sza,2023-03-01,12,11,93
die for you,joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,die for you joji,2022-12-01,53,3,96
yonaguni,bad bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,yonaguni bad bunny,2021-07-01,10,3,22
yonaguni,bad bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,yonaguni bad bunny,2021-08-01,10,8,50
yonaguni,bad bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,yonaguni bad bunny,2021-09-01,10,12,58
yonaguni,bad bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,yonaguni bad bunny,2021-10-01,10,16,85
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2022-09-01,1,2,7
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2022-10-01,1,6,5
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2022-11-01,1,11,22
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2022-12-01,1,15,15
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2023-01-01,1,20,51
super freaky girl,nicki minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,super freaky girl nicki minaj,2023-02-01,1,24,36
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,running up that hill (a deal with god) kate bush,2022-07-01,4,24,9
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,running up that hill (a deal with god) kate bush,2022-08-01,3,29,3
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,running up that hill (a deal with god) kate bush,2022-09-01,3,33,4
running up that hill (a deal with god),kate bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,running up that hill (a deal with god) kate bush,2022-10-01,3,37,19
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2021-08-01,5,5,7
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2021-09-01,2,9,2
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2021-10-01,2,13,4
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2021-11-01,2,18,5
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2021-12-01,2,22,8
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-01-01,2,26,31
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-02-01,2,31,12
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-03-01,2,35,9
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-04-01,2,39,12
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-05-01,2,44,11
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-06-01,2,48,27
bad habits,ed sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,bad habits ed sheeran,2022-07-01,2,52,29
good days,sza,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,good days sza,2021-02-01,9,5,9
good days,sza,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,good days sza,2021-03-01,9,9,17
good days,sza,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,good days sza,2021-04-01,9,13,34
good days,sza,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,good days sza,2021-05-01,9,17,44
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2021-09-01,68,4,70
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2021-10-01,62,8,62
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2021-11-01,62,13,63
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2021-12-01,62,17,80
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-01-01,62,21,76
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-02-01,46,26,46
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-03-01,24,30,24
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-04-01,9,34,9
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-05-01,7,39,7
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-06-01,7,43,19
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-07-01,7,47,34
woman,doja cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,woman doja cat,2022-08-01,7,52,43
"you're on your own, kid",taylor swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,"you're on your own, kid taylor swift",2022-11-01,8,1,8
"you're on your own, kid",taylor swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,"you're on your own, kid taylor swift",2022-12-01,8,5,67
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2013-01-01,21,4,21
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2014-01-01,21,7,26
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2015-01-01,21,10,35
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2016-01-01,18,13,18
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2017-01-01,11,18,16
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2018-01-01,9,23,9
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2018-12-01,9,25,29
all i want for christmas is you,mariah carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,all i want for christmas is you mariah carey,2019-01-01,3,30,3
